Original Campaign,Campaign,Campaign Labels,Budgets,Negative Keyword List,Campaign Callout Asset,Campaign Sitelink Asset Text,Campaign Sitelink Asset Description 1,Campaign Sitelink Asset Description 2,Campaign Sitelink Asset Url,Campaign Price Asset Header,Campaign Price Asset Price,Campaign Price Asset Description,Campaign Price Asset Url,Campaign Call Asset Number,AdGroup,AdGroup Labels,Keywords,Negative Keywords,AdGroup Callout Asset,AdGroup Sitelink Asset Text,AdGroup Sitelink Asset Description 1,AdGroup Sitelink Asset Description 2,AdGroup Sitelink Asset Url,AdGroup Price Asset Header,AdGroup Price Asset Price,AdGroup Price Asset Description,AdGroup Price Asset Url,AdGroup Call Asset Number,RSA Headline 1,RSA Headline 2,RSA Headline 3,RSA Description 1,RSA Description 2,RSA Final Url,COA Phone,COA Final Url,COA Business Name,COA Description1,Max CPC
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_1,119.1346154,Campaign_1_NKWL_1,C_1_CA_1,C_1_SAT_1,C_1_SAD1_1,C_1_SAD2_1,https://www.represcribe.com,C_1_PAH_1,539.965827,C_1_PAP_1,https://www.repracticed.com,4094365695,AdGroup 1,CPN_1_AG_L_1,C_1_KW_1,C_1_NKW_1,CPN_1_AGCA_1,CPN_1_AGSAT_1,CPN_1_AGAD1_1,CPN_1_AGAD2_1,https://www.uranoscopy.com,CPN_1_AGPHA_1,416.0617679,CPN_1_AGPHD_1,https://www.shraf.com,1003978213,CPN_1_RSAH1_1,CPN_1_RSAH2_1,CPN_1_RSAH3_1,CPN_1_RSAD1_1,CPN_1_RSAD2_1,https://www.ornery.com,3599482305,https://www.taleysim.com,CPN_1_COABN_1,CPN_1_COAD1_1,499.8385445
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_2,119.1346154,Campaign_1_NKWL_2,C_1_CA_2,C_1_SAT_2,C_1_SAD1_2,C_1_SAD2_2,https://www.loathed.com,C_1_PAH_2,549.7321361,C_1_PAP_2,https://www.inhumate.com,3672599399,AdGroup 2,CPN_1_AG_L_2,C_1_KW_2,C_1_NKW_2,CPN_1_AGCA_2,CPN_1_AGSAT_2,CPN_1_AGAD1_2,CPN_1_AGAD2_2,https://www.decenaries.com,CPN_1_AGPHA_2,1.418948945,CPN_1_AGPHD_2,https://www.diener.com,1623581129,CPN_1_RSAH1_2,CPN_1_RSAH2_2,CPN_1_RSAH3_2,CPN_1_RSAD1_2,CPN_1_RSAD2_2,https://www.acclimatiser.com,4409464589,https://www.sackers.com,CPN_1_COABN_2,CPN_1_COAD1_2,500.7505161
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_3,119.1346154,Campaign_1_NKWL_3,C_1_CA_3,C_1_SAT_3,C_1_SAD1_3,C_1_SAD2_3,https://www.uroliths.com,C_1_PAH_3,151.1663639,C_1_PAP_3,https://www.unhospitable.com,6670930140,AdGroup 3,CPN_1_AG_L_3,C_1_KW_3,C_1_NKW_3,CPN_1_AGCA_3,CPN_1_AGSAT_3,CPN_1_AGAD1_3,CPN_1_AGAD2_3,https://www.baselevel.com,CPN_1_AGPHA_3,80.49460974,CPN_1_AGPHD_3,https://www.denaturise.com,2005625193,CPN_1_RSAH1_3,CPN_1_RSAH2_3,CPN_1_RSAH3_3,CPN_1_RSAD1_3,CPN_1_RSAD2_3,https://www.hammerlock.com,2973412520,https://www.caliph.com,CPN_1_COABN_3,CPN_1_COAD1_3,69.3461651
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_4,119.1346154,Campaign_1_NKWL_4,C_1_CA_4,C_1_SAT_4,C_1_SAD1_4,C_1_SAD2_4,https://www.nonfact.com,C_1_PAH_4,230.3064971,C_1_PAP_4,https://www.pitirri.com,5748239759,AdGroup 4,CPN_1_AG_L_4,C_1_KW_4,C_1_NKW_4,CPN_1_AGCA_4,CPN_1_AGSAT_4,CPN_1_AGAD1_4,CPN_1_AGAD2_4,https://www.suspiral.com,CPN_1_AGPHA_4,221.8607317,CPN_1_AGPHD_4,https://www.caky.com,8279112024,CPN_1_RSAH1_4,CPN_1_RSAH2_4,CPN_1_RSAH3_4,CPN_1_RSAD1_4,CPN_1_RSAD2_4,https://www.blennogenous.com,8295056489,https://www.clanning.com,CPN_1_COABN_4,CPN_1_COAD1_4,276.4093213
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_5,119.1346154,Campaign_1_NKWL_5,C_1_CA_5,C_1_SAT_5,C_1_SAD1_5,C_1_SAD2_5,https://www.moldiest.com,C_1_PAH_5,653.5922781,C_1_PAP_5,https://www.dermonosology.com,5696467746,AdGroup 5,CPN_1_AG_L_5,C_1_KW_5,C_1_NKW_5,CPN_1_AGCA_5,CPN_1_AGSAT_5,CPN_1_AGAD1_5,CPN_1_AGAD2_5,https://www.undissimulated.com,CPN_1_AGPHA_5,204.3983907,CPN_1_AGPHD_5,https://www.quinqueverbal.com,7818992212,CPN_1_RSAH1_5,CPN_1_RSAH2_5,CPN_1_RSAH3_5,CPN_1_RSAD1_5,CPN_1_RSAD2_5,https://www.motive.com,9327569559,https://www.trierarchal.com,CPN_1_COABN_5,CPN_1_COAD1_5,30.03346277
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_6,119.1346154,Campaign_1_NKWL_6,C_1_CA_6,C_1_SAT_6,C_1_SAD1_6,C_1_SAD2_6,https://www.variolar.com,C_1_PAH_6,542.9875304,C_1_PAP_6,https://www.unbaled.com,9119782693,AdGroup 6,CPN_1_AG_L_6,C_1_KW_6,C_1_NKW_6,CPN_1_AGCA_6,CPN_1_AGSAT_6,CPN_1_AGAD1_6,CPN_1_AGAD2_6,https://www.gunships.com,CPN_1_AGPHA_6,134.2205245,CPN_1_AGPHD_6,https://www.capitelliform.com,6689617924,CPN_1_RSAH1_6,CPN_1_RSAH2_6,CPN_1_RSAH3_6,CPN_1_RSAD1_6,CPN_1_RSAD2_6,https://www.frons.com,6033626829,https://www.iceleaf.com,CPN_1_COABN_6,CPN_1_COAD1_6,163.0899267
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_7,119.1346154,Campaign_1_NKWL_7,C_1_CA_7,C_1_SAT_7,C_1_SAD1_7,C_1_SAD2_7,https://www.mummification.com,C_1_PAH_7,378.5479368,C_1_PAP_7,https://www.nonvalent.com,1752298636,AdGroup 7,CPN_1_AG_L_7,C_1_KW_7,C_1_NKW_7,CPN_1_AGCA_7,CPN_1_AGSAT_7,CPN_1_AGAD1_7,CPN_1_AGAD2_7,https://www.astrologian.com,CPN_1_AGPHA_7,455.5785901,CPN_1_AGPHD_7,https://www.haberdasheress.com,8473207404,CPN_1_RSAH1_7,CPN_1_RSAH2_7,CPN_1_RSAH3_7,CPN_1_RSAD1_7,CPN_1_RSAD2_7,https://www.inquisite.com,6758642569,https://www.anybodies.com,CPN_1_COABN_7,CPN_1_COAD1_7,3.868428533
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_8,119.1346154,Campaign_1_NKWL_8,C_1_CA_8,C_1_SAT_8,C_1_SAD1_8,C_1_SAD2_8,https://www.datedly.com,C_1_PAH_8,876.1011001,C_1_PAP_8,https://www.spookdom.com,8579979204,AdGroup 8,CPN_1_AG_L_8,C_1_KW_8,C_1_NKW_8,CPN_1_AGCA_8,CPN_1_AGSAT_8,CPN_1_AGAD1_8,CPN_1_AGAD2_8,https://www.vesicants.com,CPN_1_AGPHA_8,82.02656347,CPN_1_AGPHD_8,https://www.vinylidene.com,5762262570,CPN_1_RSAH1_8,CPN_1_RSAH2_8,CPN_1_RSAH3_8,CPN_1_RSAD1_8,CPN_1_RSAD2_8,https://www.ferrate.com,8640007064,https://www.thong.com,CPN_1_COABN_8,CPN_1_COAD1_8,460.6974015
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_9,119.1346154,Campaign_1_NKWL_9,C_1_CA_9,C_1_SAT_9,C_1_SAD1_9,C_1_SAD2_9,https://www.footpaces.com,C_1_PAH_9,71.68900418,C_1_PAP_9,https://www.uncaste.com,4425173470,AdGroup 9,CPN_1_AG_L_9,C_1_KW_9,C_1_NKW_9,CPN_1_AGCA_9,CPN_1_AGSAT_9,CPN_1_AGAD1_9,CPN_1_AGAD2_9,https://www.naticine.com,CPN_1_AGPHA_9,120.9792666,CPN_1_AGPHD_9,https://www.burghs.com,9015604031,CPN_1_RSAH1_9,CPN_1_RSAH2_9,CPN_1_RSAH3_9,CPN_1_RSAD1_9,CPN_1_RSAD2_9,https://www.choleroid.com,3927373078,https://www.breviradiate.com,CPN_1_COABN_9,CPN_1_COAD1_9,188.1599671
Testing_Campaign_1,DND_DONT_MODIFY Testing_Campaign_1,Campaign_1_Label_10,119.1346154,Campaign_1_NKWL_10,C_1_CA_10,C_1_SAT_10,C_1_SAD1_10,C_1_SAD2_10,https://www.lapins.com,C_1_PAH_10,293.4631903,C_1_PAP_10,https://www.capreolary.com,8251923844,AdGroup 10,CPN_1_AG_L_10,C_1_KW_10,C_1_NKW_10,CPN_1_AGCA_10,CPN_1_AGSAT_10,CPN_1_AGAD1_10,CPN_1_AGAD2_10,https://www.dorad.com,CPN_1_AGPHA_10,82.20475277,CPN_1_AGPHD_10,https://www.septentrionally.com,3230995253,CPN_1_RSAH1_10,CPN_1_RSAH2_10,CPN_1_RSAH3_10,CPN_1_RSAD1_10,CPN_1_RSAD2_10,https://www.interproducing.com,1218920149,https://www.haustellated.com,CPN_1_COABN_10,CPN_1_COAD1_10,94.09946238
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_1,26.84765606,Campaign_2_NKWL_1,C_2_CA_1,C_2_SAT_1,C_2_SAD1_1,C_2_SAD2_1,https://www.expansionary.com,C_2_PAH_1,46.47958531,C_2_PAP_1,https://www.resinates.com,9070364493,AdGroup 1,CPN_2_AG_L_1,C_2_KW_1,C_2_NKW_1,CPN_2_AGCA_1,CPN_2_AGSAT_1,CPN_2_AGAD1_1,CPN_2_AGAD2_1,https://www.pyroballogy.com,CPN_2_AGPHA_1,187.5943924,CPN_2_AGPHD_1,https://www.forlet.com,7549396971,CPN_2_RSAH1_1,CPN_2_RSAH2_1,CPN_2_RSAH3_1,CPN_2_RSAD1_1,CPN_2_RSAD2_1,https://www.pigface.com,2708912664,https://www.ctenophore.com,CPN_2_COABN_1,CPN_2_COAD1_1,16.22036486
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_2,26.84765606,Campaign_2_NKWL_2,C_2_CA_2,C_2_SAT_2,C_2_SAD1_2,C_2_SAD2_2,https://www.loyd.com,C_2_PAH_2,176.2256946,C_2_PAP_2,https://www.diamyl.com,8572725612,AdGroup 2,CPN_2_AG_L_2,C_2_KW_2,C_2_NKW_2,CPN_2_AGCA_2,CPN_2_AGSAT_2,CPN_2_AGAD1_2,CPN_2_AGAD2_2,https://www.acatastatic.com,CPN_2_AGPHA_2,21.12268746,CPN_2_AGPHD_2,https://www.prefavorite.com,5066428182,CPN_2_RSAH1_2,CPN_2_RSAH2_2,CPN_2_RSAH3_2,CPN_2_RSAD1_2,CPN_2_RSAD2_2,https://www.kujawiak.com,8905425593,https://www.nitrogenizing.com,CPN_2_COABN_2,CPN_2_COAD1_2,626.6566133
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_3,26.84765606,Campaign_2_NKWL_3,C_2_CA_3,C_2_SAT_3,C_2_SAD1_3,C_2_SAD2_3,https://www.unrefunding.com,C_2_PAH_3,801.3974005,C_2_PAP_3,https://www.hexacanthous.com,9442325543,AdGroup 3,CPN_2_AG_L_3,C_2_KW_3,C_2_NKW_3,CPN_2_AGCA_3,CPN_2_AGSAT_3,CPN_2_AGAD1_3,CPN_2_AGAD2_3,https://www.flighthead.com,CPN_2_AGPHA_3,93.68315813,CPN_2_AGPHD_3,https://www.unimpounded.com,1720886395,CPN_2_RSAH1_3,CPN_2_RSAH2_3,CPN_2_RSAH3_3,CPN_2_RSAD1_3,CPN_2_RSAD2_3,https://www.talenter.com,6865784459,https://www.papize.com,CPN_2_COABN_3,CPN_2_COAD1_3,339.475652
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_4,26.84765606,Campaign_2_NKWL_4,C_2_CA_4,C_2_SAT_4,C_2_SAD1_4,C_2_SAD2_4,https://www.averting.com,C_2_PAH_4,256.3822141,C_2_PAP_4,https://www.shibboleth.com,3198862951,AdGroup 4,CPN_2_AG_L_4,C_2_KW_4,C_2_NKW_4,CPN_2_AGCA_4,CPN_2_AGSAT_4,CPN_2_AGAD1_4,CPN_2_AGAD2_4,https://www.sanguify.com,CPN_2_AGPHA_4,65.11158291,CPN_2_AGPHD_4,https://www.hereagain.com,9955455768,CPN_2_RSAH1_4,CPN_2_RSAH2_4,CPN_2_RSAH3_4,CPN_2_RSAD1_4,CPN_2_RSAD2_4,https://www.protectorates.com,8333458420,https://www.eyelets.com,CPN_2_COABN_4,CPN_2_COAD1_4,60.93604457
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_5,26.84765606,Campaign_2_NKWL_5,C_2_CA_5,C_2_SAT_5,C_2_SAD1_5,C_2_SAD2_5,https://www.phrymaceae.com,C_2_PAH_5,212.0784509,C_2_PAP_5,https://www.hypercomposite.com,4117181504,AdGroup 5,CPN_2_AG_L_5,C_2_KW_5,C_2_NKW_5,CPN_2_AGCA_5,CPN_2_AGSAT_5,CPN_2_AGAD1_5,CPN_2_AGAD2_5,https://www.withoutside.com,CPN_2_AGPHA_5,376.6416208,CPN_2_AGPHD_5,https://www.metapleura.com,4371509701,CPN_2_RSAH1_5,CPN_2_RSAH2_5,CPN_2_RSAH3_5,CPN_2_RSAD1_5,CPN_2_RSAD2_5,https://www.salamander.com,1202740350,https://www.structurally.com,CPN_2_COABN_5,CPN_2_COAD1_5,354.5238388
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_6,26.84765606,Campaign_2_NKWL_6,C_2_CA_6,C_2_SAT_6,C_2_SAD1_6,C_2_SAD2_6,https://www.roughness.com,C_2_PAH_6,215.3204019,C_2_PAP_6,https://www.carabidae.com,4128131083,AdGroup 6,CPN_2_AG_L_6,C_2_KW_6,C_2_NKW_6,CPN_2_AGCA_6,CPN_2_AGSAT_6,CPN_2_AGAD1_6,CPN_2_AGAD2_6,https://www.horation.com,CPN_2_AGPHA_6,85.55316819,CPN_2_AGPHD_6,https://www.noninstructiveness.com,1444711767,CPN_2_RSAH1_6,CPN_2_RSAH2_6,CPN_2_RSAH3_6,CPN_2_RSAD1_6,CPN_2_RSAD2_6,https://www.hector.com,3665171671,https://www.brontosaurus.com,CPN_2_COABN_6,CPN_2_COAD1_6,258.1141995
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_7,26.84765606,Campaign_2_NKWL_7,C_2_CA_7,C_2_SAT_7,C_2_SAD1_7,C_2_SAD2_7,https://www.ultrascholastic.com,C_2_PAH_7,36.12601998,C_2_PAP_7,https://www.aspergation.com,8289627301,AdGroup 7,CPN_2_AG_L_7,C_2_KW_7,C_2_NKW_7,CPN_2_AGCA_7,CPN_2_AGSAT_7,CPN_2_AGAD1_7,CPN_2_AGAD2_7,https://www.oogone.com,CPN_2_AGPHA_7,314.6939066,CPN_2_AGPHD_7,https://www.nonrefueling.com,8648400694,CPN_2_RSAH1_7,CPN_2_RSAH2_7,CPN_2_RSAH3_7,CPN_2_RSAD1_7,CPN_2_RSAD2_7,https://www.radiated.com,7662436267,https://www.deutonymph.com,CPN_2_COABN_7,CPN_2_COAD1_7,179.6937078
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_8,26.84765606,Campaign_2_NKWL_8,C_2_CA_8,C_2_SAT_8,C_2_SAD1_8,C_2_SAD2_8,https://www.demythologization.com,C_2_PAH_8,599.5503597,C_2_PAP_8,https://www.denticete.com,9114851179,AdGroup 8,CPN_2_AG_L_8,C_2_KW_8,C_2_NKW_8,CPN_2_AGCA_8,CPN_2_AGSAT_8,CPN_2_AGAD1_8,CPN_2_AGAD2_8,https://www.gasifies.com,CPN_2_AGPHA_8,36.2834498,CPN_2_AGPHD_8,https://www.charmingness.com,5351032563,CPN_2_RSAH1_8,CPN_2_RSAH2_8,CPN_2_RSAH3_8,CPN_2_RSAD1_8,CPN_2_RSAD2_8,https://www.erysipelatous.com,6407774824,https://www.druxey.com,CPN_2_COABN_8,CPN_2_COAD1_8,270.7137662
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_9,26.84765606,Campaign_2_NKWL_9,C_2_CA_9,C_2_SAT_9,C_2_SAD1_9,C_2_SAD2_9,https://www.submotive.com,C_2_PAH_9,328.0248455,C_2_PAP_9,https://www.panmerism.com,1095338248,AdGroup 9,CPN_2_AG_L_9,C_2_KW_9,C_2_NKW_9,CPN_2_AGCA_9,CPN_2_AGSAT_9,CPN_2_AGAD1_9,CPN_2_AGAD2_9,https://www.velumina.com,CPN_2_AGPHA_9,443.6793375,CPN_2_AGPHD_9,https://www.exoperidium.com,3068583101,CPN_2_RSAH1_9,CPN_2_RSAH2_9,CPN_2_RSAH3_9,CPN_2_RSAD1_9,CPN_2_RSAD2_9,https://www.alomancy.com,3247680233,https://www.gummed.com,CPN_2_COABN_9,CPN_2_COAD1_9,144.5615359
Testing_Campaign_2,DND_DONT_MODIFY Testing_Campaign_2,Campaign_2_Label_10,26.84765606,Campaign_2_NKWL_10,C_2_CA_10,C_2_SAT_10,C_2_SAD1_10,C_2_SAD2_10,https://www.majordomos.com,C_2_PAH_10,115.8682256,C_2_PAP_10,https://www.masked.com,8099042550,AdGroup 10,CPN_2_AG_L_10,C_2_KW_10,C_2_NKW_10,CPN_2_AGCA_10,CPN_2_AGSAT_10,CPN_2_AGAD1_10,CPN_2_AGAD2_10,https://www.workdays.com,CPN_2_AGPHA_10,8.629278466,CPN_2_AGPHD_10,https://www.moistened.com,6174507401,CPN_2_RSAH1_10,CPN_2_RSAH2_10,CPN_2_RSAH3_10,CPN_2_RSAD1_10,CPN_2_RSAD2_10,https://www.wagenboom.com,5705177571,https://www.irradiation.com,CPN_2_COABN_10,CPN_2_COAD1_10,7.59704971
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_1,966.3985313,Campaign_3_NKWL_1,C_3_CA_1,C_3_SAT_1,C_3_SAD1_1,C_3_SAD2_1,https://www.sidewise.com,C_3_PAH_1,109.8165995,C_3_PAP_1,https://www.unmeretriciously.com,1460148505,AdGroup 1,CPN_3_AG_L_1,C_3_KW_1,C_3_NKW_1,CPN_3_AGCA_1,CPN_3_AGSAT_1,CPN_3_AGAD1_1,CPN_3_AGAD2_1,https://www.pptn.com,CPN_3_AGPHA_1,85.81124145,CPN_3_AGPHD_1,https://www.bemangle.com,9103823068,CPN_3_RSAH1_1,CPN_3_RSAH2_1,CPN_3_RSAH3_1,CPN_3_RSAD1_1,CPN_3_RSAD2_1,https://www.shammocking.com,6748777858,https://www.pattee.com,CPN_3_COABN_1,CPN_3_COAD1_1,854.3322305
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_2,966.3985313,Campaign_3_NKWL_2,C_3_CA_2,C_3_SAT_2,C_3_SAD1_2,C_3_SAD2_2,https://www.mullah.com,C_3_PAH_2,2.802437154,C_3_PAP_2,https://www.dhow.com,6105102166,AdGroup 2,CPN_3_AG_L_2,C_3_KW_2,C_3_NKW_2,CPN_3_AGCA_2,CPN_3_AGSAT_2,CPN_3_AGAD1_2,CPN_3_AGAD2_2,https://www.unblest.com,CPN_3_AGPHA_2,98.76127184,CPN_3_AGPHD_2,https://www.hoorahs.com,6849264289,CPN_3_RSAH1_2,CPN_3_RSAH2_2,CPN_3_RSAH3_2,CPN_3_RSAD1_2,CPN_3_RSAD2_2,https://www.parkinsonian.com,9541744149,https://www.stratagematical.com,CPN_3_COABN_2,CPN_3_COAD1_2,322.8307231
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_3,966.3985313,Campaign_3_NKWL_3,C_3_CA_3,C_3_SAT_3,C_3_SAD1_3,C_3_SAD2_3,https://www.monocarpian.com,C_3_PAH_3,157.1720303,C_3_PAP_3,https://www.matriarchalism.com,9897342494,AdGroup 3,CPN_3_AG_L_3,C_3_KW_3,C_3_NKW_3,CPN_3_AGCA_3,CPN_3_AGSAT_3,CPN_3_AGAD1_3,CPN_3_AGAD2_3,https://www.askoi.com,CPN_3_AGPHA_3,33.16793542,CPN_3_AGPHD_3,https://www.incommodes.com,2325584162,CPN_3_RSAH1_3,CPN_3_RSAH2_3,CPN_3_RSAH3_3,CPN_3_RSAD1_3,CPN_3_RSAD2_3,https://www.vauntage.com,9573298983,https://www.subcutes.com,CPN_3_COABN_3,CPN_3_COAD1_3,943.20668
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_4,966.3985313,Campaign_3_NKWL_4,C_3_CA_4,C_3_SAT_4,C_3_SAD1_4,C_3_SAD2_4,https://www.civite.com,C_3_PAH_4,20.18303001,C_3_PAP_4,https://www.winnowing.com,8231466687,AdGroup 4,CPN_3_AG_L_4,C_3_KW_4,C_3_NKW_4,CPN_3_AGCA_4,CPN_3_AGSAT_4,CPN_3_AGAD1_4,CPN_3_AGAD2_4,https://www.polyesthesia.com,CPN_3_AGPHA_4,51.24396429,CPN_3_AGPHD_4,https://www.witchering.com,3133397490,CPN_3_RSAH1_4,CPN_3_RSAH2_4,CPN_3_RSAH3_4,CPN_3_RSAD1_4,CPN_3_RSAD2_4,https://www.alcoholometric.com,2797096699,https://www.revamps.com,CPN_3_COABN_4,CPN_3_COAD1_4,7.030734658
