Original Campaign,Campaign,Campaign Labels,Budgets,Negative Keyword List,Campaign Callout Asset,Campaign Sitelink Asset Text,Campaign Sitelink Asset Description 1,Campaign Sitelink Asset Description 2,Campaign Sitelink Asset Url,Campaign Price Asset Header,Campaign Price Asset Price,Campaign Price Asset Description,Campaign Price Asset Url,Campaign Call Asset Number,AdGroup,AdGroup Labels,Keywords,Negative Keywords,AdGroup Callout Asset,AdGroup Sitelink Asset Text,AdGroup Sitelink Asset Description 1,AdGroup Sitelink Asset Description 2,AdGroup Sitelink Asset Url,AdGroup Price Asset Header,AdGroup Price Asset Price,AdGroup Price Asset Description,AdGroup Price Asset Url,AdGroup Call Asset Number,RSA Headline 1,RSA Headline 2,RSA Headline 3,RSA Description 1,RSA Description 2,RSA Final Url,COA Phone,COA Final Url,COA Business Name,COA Description1,Max CPC
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_5,966.3985313,Campaign_3_NKWL_5,C_3_CA_5,C_3_SAT_5,C_3_SAD1_5,C_3_SAD2_5,https://www.hemiparasitism.com,C_3_PAH_5,2.842824095,C_3_PAP_5,https://www.rifted.com,1039108240,AdGroup 5,CPN_3_AG_L_5,C_3_KW_5,C_3_NKW_5,CPN_3_AGCA_5,CPN_3_AGSAT_5,CPN_3_AGAD1_5,CPN_3_AGAD2_5,https://www.cogeneric.com,CPN_3_AGPHA_5,748.3886145,CPN_3_AGPHD_5,https://www.cytostatically.com,6680089858,CPN_3_RSAH1_5,CPN_3_RSAH2_5,CPN_3_RSAH3_5,CPN_3_RSAD1_5,CPN_3_RSAD2_5,https://www.apopetalous.com,4732874964,https://www.cubby.com,CPN_3_COABN_5,CPN_3_COAD1_5,156.6939862
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_6,966.3985313,Campaign_3_NKWL_6,C_3_CA_6,C_3_SAT_6,C_3_SAD1_6,C_3_SAD2_6,https://www.nonsynesthetic.com,C_3_PAH_6,64.1755995,C_3_PAP_6,https://www.precomplicate.com,7262228614,AdGroup 6,CPN_3_AG_L_6,C_3_KW_6,C_3_NKW_6,CPN_3_AGCA_6,CPN_3_AGSAT_6,CPN_3_AGAD1_6,CPN_3_AGAD2_6,https://www.congestion.com,CPN_3_AGPHA_6,218.3350082,CPN_3_AGPHD_6,https://www.increasableness.com,2353032560,CPN_3_RSAH1_6,CPN_3_RSAH2_6,CPN_3_RSAH3_6,CPN_3_RSAD1_6,CPN_3_RSAD2_6,https://www.transfeature.com,2436024854,https://www.achromacyte.com,CPN_3_COABN_6,CPN_3_COAD1_6,65.16205034
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_7,966.3985313,Campaign_3_NKWL_7,C_3_CA_7,C_3_SAT_7,C_3_SAD1_7,C_3_SAD2_7,https://www.troublesome.com,C_3_PAH_7,216.574906,C_3_PAP_7,https://www.djins.com,9558011023,AdGroup 7,CPN_3_AG_L_7,C_3_KW_7,C_3_NKW_7,CPN_3_AGCA_7,CPN_3_AGSAT_7,CPN_3_AGAD1_7,CPN_3_AGAD2_7,https://www.kakatoidae.com,CPN_3_AGPHA_7,369.0068765,CPN_3_AGPHD_7,https://www.acheat.com,5088378677,CPN_3_RSAH1_7,CPN_3_RSAH2_7,CPN_3_RSAH3_7,CPN_3_RSAD1_7,CPN_3_RSAD2_7,https://www.schismatizing.com,9823792098,https://www.sodomite.com,CPN_3_COABN_7,CPN_3_COAD1_7,5.985208813
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_8,966.3985313,Campaign_3_NKWL_8,C_3_CA_8,C_3_SAT_8,C_3_SAD1_8,C_3_SAD2_8,https://www.spirillum.com,C_3_PAH_8,352.0379362,C_3_PAP_8,https://www.nonmanual.com,1807262000,AdGroup 8,CPN_3_AG_L_8,C_3_KW_8,C_3_NKW_8,CPN_3_AGCA_8,CPN_3_AGSAT_8,CPN_3_AGAD1_8,CPN_3_AGAD2_8,https://www.spermogone.com,CPN_3_AGPHA_8,9.933921479,CPN_3_AGPHD_8,https://www.pinspotters.com,1627233937,CPN_3_RSAH1_8,CPN_3_RSAH2_8,CPN_3_RSAH3_8,CPN_3_RSAD1_8,CPN_3_RSAD2_8,https://www.gynaeocracy.com,2784275242,https://www.boilermaking.com,CPN_3_COABN_8,CPN_3_COAD1_8,76.41108053
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_9,966.3985313,Campaign_3_NKWL_9,C_3_CA_9,C_3_SAT_9,C_3_SAD1_9,C_3_SAD2_9,https://www.went.com,C_3_PAH_9,69.90553128,C_3_PAP_9,https://www.challenged.com,5248502451,AdGroup 9,CPN_3_AG_L_9,C_3_KW_9,C_3_NKW_9,CPN_3_AGCA_9,CPN_3_AGSAT_9,CPN_3_AGAD1_9,CPN_3_AGAD2_9,https://www.crumena.com,CPN_3_AGPHA_9,419.7608006,CPN_3_AGPHD_9,https://www.preevolutionary.com,9282535259,CPN_3_RSAH1_9,CPN_3_RSAH2_9,CPN_3_RSAH3_9,CPN_3_RSAD1_9,CPN_3_RSAD2_9,https://www.arenas.com,6493887081,https://www.unsweated.com,CPN_3_COABN_9,CPN_3_COAD1_9,384.7647026
Testing_Campaign_3,DND_DONT_MODIFY Testing_Campaign_3,Campaign_3_Label_10,966.3985313,Campaign_3_NKWL_10,C_3_CA_10,C_3_SAT_10,C_3_SAD1_10,C_3_SAD2_10,https://www.snaking.com,C_3_PAH_10,342.1240295,C_3_PAP_10,https://www.durries.com,2906385892,AdGroup 10,CPN_3_AG_L_10,C_3_KW_10,C_3_NKW_10,CPN_3_AGCA_10,CPN_3_AGSAT_10,CPN_3_AGAD1_10,CPN_3_AGAD2_10,https://www.eugenia.com,CPN_3_AGPHA_10,90.99606082,CPN_3_AGPHD_10,https://www.async.com,4247662222,CPN_3_RSAH1_10,CPN_3_RSAH2_10,CPN_3_RSAH3_10,CPN_3_RSAD1_10,CPN_3_RSAD2_10,https://www.foreshadowing.com,4514211428,https://www.pneumococcic.com,CPN_3_COABN_10,CPN_3_COAD1_10,747.1321279
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_1,531.4354258,Campaign_4_NKWL_1,C_4_CA_1,C_4_SAT_1,C_4_SAD1_1,C_4_SAD2_1,https://www.blueprint.com,C_4_PAH_1,403.9038543,C_4_PAP_1,https://www.gladdener.com,2157684205,AdGroup 1,CPN_4_AG_L_1,C_4_KW_1,C_4_NKW_1,CPN_4_AGCA_1,CPN_4_AGSAT_1,CPN_4_AGAD1_1,CPN_4_AGAD2_1,https://www.bluisness.com,CPN_4_AGPHA_1,220.8581066,CPN_4_AGPHD_1,https://www.calliphora.com,2051900917,CPN_4_RSAH1_1,CPN_4_RSAH2_1,CPN_4_RSAH3_1,CPN_4_RSAD1_1,CPN_4_RSAD2_1,https://www.sierras.com,4741457578,https://www.everybody.com,CPN_4_COABN_1,CPN_4_COAD1_1,366.3116287
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_2,531.4354258,Campaign_4_NKWL_2,C_4_CA_2,C_4_SAT_2,C_4_SAD1_2,C_4_SAD2_2,https://www.farmhand.com,C_4_PAH_2,320.6244879,C_4_PAP_2,https://www.unworldliness.com,9594281366,AdGroup 2,CPN_4_AG_L_2,C_4_KW_2,C_4_NKW_2,CPN_4_AGCA_2,CPN_4_AGSAT_2,CPN_4_AGAD1_2,CPN_4_AGAD2_2,https://www.bassets.com,CPN_4_AGPHA_2,389.958381,CPN_4_AGPHD_2,https://www.unbesieged.com,7917987858,CPN_4_RSAH1_2,CPN_4_RSAH2_2,CPN_4_RSAH3_2,CPN_4_RSAD1_2,CPN_4_RSAD2_2,https://www.telechemic.com,9944462264,https://www.whatsoever.com,CPN_4_COABN_2,CPN_4_COAD1_2,437.9641603
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_3,531.4354258,Campaign_4_NKWL_3,C_4_CA_3,C_4_SAT_3,C_4_SAD1_3,C_4_SAD2_3,https://www.hanting.com,C_4_PAH_3,62.44916069,C_4_PAP_3,https://www.operla.com,5676535976,AdGroup 3,CPN_4_AG_L_3,C_4_KW_3,C_4_NKW_3,CPN_4_AGCA_3,CPN_4_AGSAT_3,CPN_4_AGAD1_3,CPN_4_AGAD2_3,https://www.helenin.com,CPN_4_AGPHA_3,178.658182,CPN_4_AGPHD_3,https://www.billers.com,9712581217,CPN_4_RSAH1_3,CPN_4_RSAH2_3,CPN_4_RSAH3_3,CPN_4_RSAD1_3,CPN_4_RSAD2_3,https://www.libraries.com,2665283041,https://www.cantharus.com,CPN_4_COABN_3,CPN_4_COAD1_3,177.074709
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_4,531.4354258,Campaign_4_NKWL_4,C_4_CA_4,C_4_SAT_4,C_4_SAD1_4,C_4_SAD2_4,https://www.polygenous.com,C_4_PAH_4,62.83136988,C_4_PAP_4,https://www.acidiferous.com,6025127166,AdGroup 4,CPN_4_AG_L_4,C_4_KW_4,C_4_NKW_4,CPN_4_AGCA_4,CPN_4_AGSAT_4,CPN_4_AGAD1_4,CPN_4_AGAD2_4,https://www.recklessly.com,CPN_4_AGPHA_4,334.592236,CPN_4_AGPHD_4,https://www.stomodeumdea.com,8296193180,CPN_4_RSAH1_4,CPN_4_RSAH2_4,CPN_4_RSAH3_4,CPN_4_RSAD1_4,CPN_4_RSAD2_4,https://www.syndesises.com,3561305146,https://www.skirwhit.com,CPN_4_COABN_4,CPN_4_COAD1_4,78.16489392
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_5,531.4354258,Campaign_4_NKWL_5,C_4_CA_5,C_4_SAT_5,C_4_SAD1_5,C_4_SAD2_5,https://www.overeating.com,C_4_PAH_5,514.9247305,C_4_PAP_5,https://www.tauryl.com,1131856865,AdGroup 5,CPN_4_AG_L_5,C_4_KW_5,C_4_NKW_5,CPN_4_AGCA_5,CPN_4_AGSAT_5,CPN_4_AGAD1_5,CPN_4_AGAD2_5,https://www.snicked.com,CPN_4_AGPHA_5,26.52902134,CPN_4_AGPHD_5,https://www.aloxite.com,5068300539,CPN_4_RSAH1_5,CPN_4_RSAH2_5,CPN_4_RSAH3_5,CPN_4_RSAD1_5,CPN_4_RSAD2_5,https://www.glutter.com,3763805643,https://www.hymenopterological.com,CPN_4_COABN_5,CPN_4_COAD1_5,27.71571669
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_6,531.4354258,Campaign_4_NKWL_6,C_4_CA_6,C_4_SAT_6,C_4_SAD1_6,C_4_SAD2_6,https://www.phatic.com,C_4_PAH_6,769.2854405,C_4_PAP_6,https://www.chiropterygian.com,9372107063,AdGroup 6,CPN_4_AG_L_6,C_4_KW_6,C_4_NKW_6,CPN_4_AGCA_6,CPN_4_AGSAT_6,CPN_4_AGAD1_6,CPN_4_AGAD2_6,https://www.captiving.com,CPN_4_AGPHA_6,889.5773874,CPN_4_AGPHD_6,https://www.privatizing.com,2656164908,CPN_4_RSAH1_6,CPN_4_RSAH2_6,CPN_4_RSAH3_6,CPN_4_RSAD1_6,CPN_4_RSAD2_6,https://www.bannock.com,3750765858,https://www.anoxybiosis.com,CPN_4_COABN_6,CPN_4_COAD1_6,650.5600849
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_7,531.4354258,Campaign_4_NKWL_7,C_4_CA_7,C_4_SAT_7,C_4_SAD1_7,C_4_SAD2_7,https://www.hefted.com,C_4_PAH_7,66.87884153,C_4_PAP_7,https://www.divus.com,1864108180,AdGroup 7,CPN_4_AG_L_7,C_4_KW_7,C_4_NKW_7,CPN_4_AGCA_7,CPN_4_AGSAT_7,CPN_4_AGAD1_7,CPN_4_AGAD2_7,https://www.carrus.com,CPN_4_AGPHA_7,294.7028485,CPN_4_AGPHD_7,https://www.besoothed.com,6400428468,CPN_4_RSAH1_7,CPN_4_RSAH2_7,CPN_4_RSAH3_7,CPN_4_RSAD1_7,CPN_4_RSAD2_7,https://www.necromimesis.com,1239934072,https://www.paniculate.com,CPN_4_COABN_7,CPN_4_COAD1_7,626.2164896
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_8,531.4354258,Campaign_4_NKWL_8,C_4_CA_8,C_4_SAT_8,C_4_SAD1_8,C_4_SAD2_8,https://www.reichsthaler.com,C_4_PAH_8,452.234289,C_4_PAP_8,https://www.ensete.com,2456640076,AdGroup 8,CPN_4_AG_L_8,C_4_KW_8,C_4_NKW_8,CPN_4_AGCA_8,CPN_4_AGSAT_8,CPN_4_AGAD1_8,CPN_4_AGAD2_8,https://www.applewood.com,CPN_4_AGPHA_8,54.57993329,CPN_4_AGPHD_8,https://www.groggy.com,5149923075,CPN_4_RSAH1_8,CPN_4_RSAH2_8,CPN_4_RSAH3_8,CPN_4_RSAD1_8,CPN_4_RSAD2_8,https://www.liquory.com,7878906922,https://www.woozle.com,CPN_4_COABN_8,CPN_4_COAD1_8,442.1040534
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_9,531.4354258,Campaign_4_NKWL_9,C_4_CA_9,C_4_SAT_9,C_4_SAD1_9,C_4_SAD2_9,https://www.wisting.com,C_4_PAH_9,143.4196576,C_4_PAP_9,https://www.plyboard.com,9931341265,AdGroup 9,CPN_4_AG_L_9,C_4_KW_9,C_4_NKW_9,CPN_4_AGCA_9,CPN_4_AGSAT_9,CPN_4_AGAD1_9,CPN_4_AGAD2_9,https://www.unaccelerated.com,CPN_4_AGPHA_9,1.681376009,CPN_4_AGPHD_9,https://www.oceanid.com,3382046243,CPN_4_RSAH1_9,CPN_4_RSAH2_9,CPN_4_RSAH3_9,CPN_4_RSAD1_9,CPN_4_RSAD2_9,https://www.thiasoi.com,2646282162,https://www.latirostrous.com,CPN_4_COABN_9,CPN_4_COAD1_9,6.19544068
Testing_Campaign_4,DND_DONT_MODIFY Testing_Campaign_4,Campaign_4_Label_10,531.4354258,Campaign_4_NKWL_10,C_4_CA_10,C_4_SAT_10,C_4_SAD1_10,C_4_SAD2_10,https://www.geloscopy.com,C_4_PAH_10,464.7801114,C_4_PAP_10,https://www.kvah.com,7767730275,AdGroup 10,CPN_4_AG_L_10,C_4_KW_10,C_4_NKW_10,CPN_4_AGCA_10,CPN_4_AGSAT_10,CPN_4_AGAD1_10,CPN_4_AGAD2_10,https://www.hospitious.com,CPN_4_AGPHA_10,280.9007756,CPN_4_AGPHD_10,https://www.cyclop.com,3311394623,CPN_4_RSAH1_10,CPN_4_RSAH2_10,CPN_4_RSAH3_10,CPN_4_RSAD1_10,CPN_4_RSAD2_10,https://www.servicers.com,7950633485,https://www.esophagoptosis.com,CPN_4_COABN_10,CPN_4_COAD1_10,27.30051064
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_1,86.03189271,Campaign_5_NKWL_1,C_5_CA_1,C_5_SAT_1,C_5_SAD1_1,C_5_SAD2_1,https://www.grandmaster.com,C_5_PAH_1,524.8902382,C_5_PAP_1,https://www.empoisoning.com,9315821972,AdGroup 1,CPN_5_AG_L_1,C_5_KW_1,C_5_NKW_1,CPN_5_AGCA_1,CPN_5_AGSAT_1,CPN_5_AGAD1_1,CPN_5_AGAD2_1,https://www.invulnerability.com,CPN_5_AGPHA_1,7.815444533,CPN_5_AGPHD_1,https://www.psephitic.com,6640249856,CPN_5_RSAH1_1,CPN_5_RSAH2_1,CPN_5_RSAH3_1,CPN_5_RSAD1_1,CPN_5_RSAD2_1,https://www.kininogen.com,8282547977,https://www.blepharochalasis.com,CPN_5_COABN_1,CPN_5_COAD1_1,66.15580353
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_2,86.03189271,Campaign_5_NKWL_2,C_5_CA_2,C_5_SAT_2,C_5_SAD1_2,C_5_SAD2_2,https://www.listedness.com,C_5_PAH_2,146.6963653,C_5_PAP_2,https://www.brickwise.com,7670889529,AdGroup 2,CPN_5_AG_L_2,C_5_KW_2,C_5_NKW_2,CPN_5_AGCA_2,CPN_5_AGSAT_2,CPN_5_AGAD1_2,CPN_5_AGAD2_2,https://www.intersoluble.com,CPN_5_AGPHA_2,504.2843797,CPN_5_AGPHD_2,https://www.nonvascularly.com,3988149718,CPN_5_RSAH1_2,CPN_5_RSAH2_2,CPN_5_RSAH3_2,CPN_5_RSAD1_2,CPN_5_RSAD2_2,https://www.agglutinoscope.com,3942137101,https://www.turvy.com,CPN_5_COABN_2,CPN_5_COAD1_2,65.54528015
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_3,86.03189271,Campaign_5_NKWL_3,C_5_CA_3,C_5_SAT_3,C_5_SAD1_3,C_5_SAD2_3,https://www.killingness.com,C_5_PAH_3,586.5853678,C_5_PAP_3,https://www.nonbulbous.com,2376367305,AdGroup 3,CPN_5_AG_L_3,C_5_KW_3,C_5_NKW_3,CPN_5_AGCA_3,CPN_5_AGSAT_3,CPN_5_AGAD1_3,CPN_5_AGAD2_3,https://www.freety.com,CPN_5_AGPHA_3,67.10976351,CPN_5_AGPHD_3,https://www.roommates.com,3907871575,CPN_5_RSAH1_3,CPN_5_RSAH2_3,CPN_5_RSAH3_3,CPN_5_RSAD1_3,CPN_5_RSAD2_3,https://www.quadrantile.com,7776611193,https://www.directively.com,CPN_5_COABN_3,CPN_5_COAD1_3,204.3752377
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_4,86.03189271,Campaign_5_NKWL_4,C_5_CA_4,C_5_SAT_4,C_5_SAD1_4,C_5_SAD2_4,https://www.crossline.com,C_5_PAH_4,54.84637064,C_5_PAP_4,https://www.corita.com,2632015112,AdGroup 4,CPN_5_AG_L_4,C_5_KW_4,C_5_NKW_4,CPN_5_AGCA_4,CPN_5_AGSAT_4,CPN_5_AGAD1_4,CPN_5_AGAD2_4,https://www.atmoclastic.com,CPN_5_AGPHA_4,955.744341,CPN_5_AGPHD_4,https://www.nickpot.com,2915566678,CPN_5_RSAH1_4,CPN_5_RSAH2_4,CPN_5_RSAH3_4,CPN_5_RSAD1_4,CPN_5_RSAD2_4,https://www.percale.com,9192011177,https://www.tasheriff.com,CPN_5_COABN_4,CPN_5_COAD1_4,286.0222074
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_5,86.03189271,Campaign_5_NKWL_5,C_5_CA_5,C_5_SAT_5,C_5_SAD1_5,C_5_SAD2_5,https://www.pomonic.com,C_5_PAH_5,166.6186477,C_5_PAP_5,https://www.pantography.com,9485229690,AdGroup 5,CPN_5_AG_L_5,C_5_KW_5,C_5_NKW_5,CPN_5_AGCA_5,CPN_5_AGSAT_5,CPN_5_AGAD1_5,CPN_5_AGAD2_5,https://www.unadmittable.com,CPN_5_AGPHA_5,403.3043079,CPN_5_AGPHD_5,https://www.acetylphenol.com,9924006273,CPN_5_RSAH1_5,CPN_5_RSAH2_5,CPN_5_RSAH3_5,CPN_5_RSAD1_5,CPN_5_RSAD2_5,https://www.tentmate.com,3298259352,https://www.seminasally.com,CPN_5_COABN_5,CPN_5_COAD1_5,148.1386578
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_6,86.03189271,Campaign_5_NKWL_6,C_5_CA_6,C_5_SAT_6,C_5_SAD1_6,C_5_SAD2_6,https://www.upbotch.com,C_5_PAH_6,139.1463011,C_5_PAP_6,https://www.highbrowed.com,5254698945,AdGroup 6,CPN_5_AG_L_6,C_5_KW_6,C_5_NKW_6,CPN_5_AGCA_6,CPN_5_AGSAT_6,CPN_5_AGAD1_6,CPN_5_AGAD2_6,https://www.rarebits.com,CPN_5_AGPHA_6,417.3488548,CPN_5_AGPHD_6,https://www.whiskers.com,8244599161,CPN_5_RSAH1_6,CPN_5_RSAH2_6,CPN_5_RSAH3_6,CPN_5_RSAD1_6,CPN_5_RSAD2_6,https://www.nosing.com,6276414271,https://www.bloodthirsty.com,CPN_5_COABN_6,CPN_5_COAD1_6,720.689858
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_7,86.03189271,Campaign_5_NKWL_7,C_5_CA_7,C_5_SAT_7,C_5_SAD1_7,C_5_SAD2_7,https://www.houyhnhnm.com,C_5_PAH_7,567.9669879,C_5_PAP_7,https://www.subdues.com,9732129289,AdGroup 7,CPN_5_AG_L_7,C_5_KW_7,C_5_NKW_7,CPN_5_AGCA_7,CPN_5_AGSAT_7,CPN_5_AGAD1_7,CPN_5_AGAD2_7,https://www.unbenignant.com,CPN_5_AGPHA_7,330.2056333,CPN_5_AGPHD_7,https://www.liquidized.com,6806383661,CPN_5_RSAH1_7,CPN_5_RSAH2_7,CPN_5_RSAH3_7,CPN_5_RSAD1_7,CPN_5_RSAD2_7,https://www.serg.com,2606759793,https://www.megaceros.com,CPN_5_COABN_7,CPN_5_COAD1_7,495.6247568
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_8,86.03189271,Campaign_5_NKWL_8,C_5_CA_8,C_5_SAT_8,C_5_SAD1_8,C_5_SAD2_8,https://www.agin.com,C_5_PAH_8,165.6585912,C_5_PAP_8,https://www.supernationally.com,5839130809,AdGroup 8,CPN_5_AG_L_8,C_5_KW_8,C_5_NKW_8,CPN_5_AGCA_8,CPN_5_AGSAT_8,CPN_5_AGAD1_8,CPN_5_AGAD2_8,https://www.pyrophosphatic.com,CPN_5_AGPHA_8,348.9184322,CPN_5_AGPHD_8,https://www.persecutor.com,1408212476,CPN_5_RSAH1_8,CPN_5_RSAH2_8,CPN_5_RSAH3_8,CPN_5_RSAD1_8,CPN_5_RSAD2_8,https://www.carbanilic.com,8554541758,https://www.renguera.com,CPN_5_COABN_8,CPN_5_COAD1_8,163.7258508
Testing_Campaign_5,DND_DONT_MODIFY Testing_Campaign_5,Campaign_5_Label_9,86.03189271,Campaign_5_NKWL_9,C_5_CA_9,C_5_SAT_9,C_5_SAD1_9,C_5_SAD2_9,https://www.reexpels.com,C_5_PAH_9,300.2996231,C_5_PAP_9,https://www.spirants.com,5309069344,AdGroup 9,CPN_5_AG_L_9,C_5_KW_9,C_5_NKW_9,CPN_5_AGCA_9,CPN_5_AGSAT_9,CPN_5_AGAD1_9,CPN_5_AGAD2_9,https://www.nonsufferance.com,CPN_5_AGPHA_9,30.11468525,CPN_5_AGPHD_9,https://www.pertain.com,7868936717,CPN_5_RSAH1_9,CPN_5_RSAH2_9,CPN_5_RSAH3_9,CPN_5_RSAD1_9,CPN_5_RSAD2_9,https://www.benweed.com,9757589432,https://www.meconology.com,CPN_5_COABN_9,CPN_5_COAD1_9,63.14460823
